Avg_Sbmtd_Chrg,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt,Avg_Mdcr_Stdzd_Amt,Rndrng_Prvdr_Gndr,Rndrng_Prvdr_Mdcr_Prtcptg_Ind,HCPCS_Drug_Ind,Place_Of_Srvc,Cluster
38.0,8.042857142900004,6.257619047600002,6.358571428600001,1,1,0,1,0
158.00000000000003,54.871538462,28.310000000000002,30.868653846,0,1,0,0,0
3.6499999999999773,0.5520000000000067,0.441333333299994,0.43733333330000335,0,1,1,0,0
2015.0384615,519.7296153799999,416.33346154,410.225,1,1,0,1,1
267.0,36.402857143,29.112857143,29.308571428999997,0,1,0,1,0
70.0,26.954166666999996,18.6475,19.459583332999998,1,1,0,0,0
83.59927272700003,31.476545455000007,23.765454544999997,30.821818182,1,1,0,0,0
133.31578947,93.455526316,67.187697368,70.457532895,1,1,0,1,0
320.0,124.96293103,88.336724138,78.64862069,1,1,0,0,0
58.0,32.495641026,32.495641026,16.619999999999997,1,1,0,0,0
235.625,132.03127451,94.587156863,91.409411765,1,1,0,0,0
215.0,91.108452381,63.71797619,63.272738095,1,1,0,0,0
589.21428571,239.22321429,168.29714286,144.94982143,1,1,0,0,1
219.73,85.275,80.061,78.745,1,1,0,0,0
1140.0,258.69727273,206.57363636,194.60636364,0,1,0,1,1
60.35000000000002,20.864615385000008,15.356153845999998,17.172307692000004,1,1,0,1,0
694.0,306.22888889,244.15888889,248.25,0,1,0,1,1
340.0,110.75769231,88.287692308,90.17,0,1,0,1,0
529.8,140.89481481,112.30481481,115.3,1,1,0,1,1
359.0,102.16818182,81.808181818,77.59,1,1,0,1,0
615.0,213.9477193,171.3577193,171.74,1,1,0,1,1
128.16054054,69.754954955,55.167657658,51.422522523,0,1,0,1,0
1424.0,307.33363636,245.19181818,250.55363635999998,1,1,0,1,1
250.0,186.41,129.91188552,121.3406734,0,1,0,0,1
188.0,125.30473118,94.629247312,90.115268817,1,1,0,0,0
95.0625,29.908749999999998,22.498125,25.89875,0,1,0,0,0
769.3985,167.63241667,141.06583333,147.85733333,1,1,0,1,1
1083.990991,201.75288288,159.53441441,154.05945946,1,1,0,1,1
68.34999999999997,25.208947367999997,25.208947367999997,26.11,0,1,0,0,0
198.27363636,188.75878788,145.60939394,150.41,0,1,0,0,1
290.70967742,85.07483871,67.53516129,63.581935484,1,1,0,1,0
252.47222222,84.974074074,59.341018519,58.268981481,0,1,0,1,0
897.0,142.21526316,106.63210526,99.875789474,0,1,0,0,1
99.0,85.249912281,47.456666667,52.279298246,1,1,0,0,0
165.07142857,101.16,80.6,80.32,0,1,0,1,0
362.52496403,358.40985612,281.17503597,278.23726619,1,1,0,0,1
183.0,58.815333333,46.935333333,47.51,0,1,0,1,0
23.0,13.670000000000002,10.900000000000006,8.950000000000003,1,1,0,1,0
20.0,12.705081966999998,10.135081967000005,9.689999999999998,0,1,0,0,0
124.99999999999997,73.985844156,56.705941558,54.47025974,1,1,0,1,0
10.0,1.1491965066000063,0.8922620087000013,0.8857816593999956,1,1,1,0,0
32.0,7.9865217390999845,7.986521739099999,7.909999999999997,1,1,0,0,0
277.21052632,132.97157895,106.53157895,106.08,1,1,0,1,0
131.00000000000003,39.558,31.548000000000002,30.952666667000003,1,1,0,1,0
1800.0,464.19204082,364.36326531,329.32204082,1,1,0,0,1
382.0,112.17652174,78.427826087,78.384782609,0,1,0,0,0
193.0,52.592258065,38.812258065,43.68,0,1,0,0,0
2001.8526316,120.34473684,96.124736842,88.927368421,1,1,0,1,1
1685.625,115.68583333,82.736666667,81.070833333,1,1,0,1,1
900.40707692,234.58292308,187.40292308,171.74,1,1,0,1,1
481.24169987,142.59746348,113.01424967,113.35768924,1,1,1,0,1
169.09302326,62.110697674,48.283023256,53.864186047,1,1,0,1,0
50.0,16.379444444,11.779444444000006,10.752222222,1,1,0,1,0
273.1537415,90.011156463,66.498571429,66.957142857,1,1,0,0,0
72.0,17.07679999999999,17.076800000000006,18.019999999999996,1,1,0,0,0
2160.0,303.80983871,243.32983871,202.12,1,1,0,1,1
123.5,42.438760331,33.405041322,30.171322314,1,1,0,1,0
134.0,25.722752294000003,20.265779816999995,19.911376147,0,1,0,0,0
391.0,119.89,95.52,98.0,0,1,0,1,0
23.70999999999998,4.241818181799999,4.241818181799999,4.200000000000003,1,1,0,0,0
825.0,224.43697674,179.6344186,178.53,1,1,0,1,1
190.0,105.61166667,64.768333333,70.235,0,1,0,0,0
43.0,14.738787879,14.738787879,14.779999999999994,0,1,0,0,0
243.0,44.98778626,35.89870229,35.414503817,1,1,0,0,0
65.0,57.586925795,37.247314488,36.821413428,1,1,0,0,0
25.0,1.725208333300003,1.232291666699993,1.2581250000000068,1,1,1,0,0
32.44999999999999,29.444999999999993,29.445,16.619999999999997,1,1,0,0,0
79.0,19.978666667000013,15.853333332999995,16.990666666999992,0,1,0,0,0
29.0,7.828125,5.096249999999998,5.098124999999996,1,1,0,1,0
400.0,191.73416667,128.39583333,120.1725,1,1,0,0,1
84.45999999999998,8.0244,6.304400000000001,6.417000000000002,1,1,0,1,0
33.0,8.3586538462,8.3586538462,8.293269230799993,1,1,0,0,0
56.35000000000002,28.381864406999995,22.560056497000005,21.573276836000005,0,1,0,0,0
20.0,3.2389655172000005,3.2389655172000005,3.2099999999999937,1,1,0,0,0
70.0,54.07265625,36.071875,38.335,1,1,0,0,0
316.81818182,227.14,168.65181818,178.18727273,1,1,0,0,1
131.00000000000003,67.873333333,44.941666667,48.098333333,0,1,0,0,0
500.95318421,70.739578947,56.489842105,55.783368421,1,1,0,1,0
230.77833333,119.8075,87.33,93.634166667,1,1,0,0,0
356.0,74.191774194,51.528870968,48.074032258,0,1,0,1,0
51.71428571400003,23.114285714000005,17.36,17.793809524000004,1,1,0,0,0
56.0,13.887543859999994,9.563859649099996,9.886842105300005,1,1,0,0,0
330.37037037,173.14259259,123.52037037,128.99037037,1,1,0,0,1
80.0,32.5369,25.73832,23.25128,1,1,0,0,0
236.36363636,108.02727273,84.89969697,78.979575758,1,1,0,1,0
99.56,76.239259259,54.354814815,44.622222222,1,1,0,0,0
76.0,37.994090909,30.324090909,33.1,1,1,0,0,0
200.0,95.414457831,68.670481928,65.224939759,1,1,0,0,0
183.0,45.66729411800001,33.383764706,29.585176470999997,1,1,0,0,0
36.26392857100001,32.208928571,24.813928571000005,24.338571428999998,1,1,0,1,0
134.0,72.898269231,57.164038462,52.951730769,0,1,0,1,0
140.0,86.207838235,59.694397059,63.264529412,1,1,0,0,0
190.0,17.293225805999995,13.398064515999998,11.023271888999993,1,1,0,0,0
160.00000000000003,49.852666667,38.037,37.899,1,1,0,0,0
18.0,1.704672131099997,1.259508196699997,1.2509016392999968,1,1,1,0,0
284.20512821,94.841538462,75.376666667,80.291794872,1,1,0,1,0
60.10288288300001,7.600450450500006,7.600450450500006,7.6200000000000045,0,1,0,0,0
285.0,98.127913043,71.820956522,74.722173913,1,1,0,0,0
297.0,158.65870968,118.39548387,124.75193548,1,1,0,0,1
182.0,39.047368421,26.21,27.189473684,1,1,0,1,0
684.81012658,143.48107595,106.72438819,89.50535865,1,1,0,0,1
300.0,141.30966258,105.65349693,97.970490798,1,1,0,1,0
13.0,2.210833333300002,2.210833333300002,2.2099999999999937,0,1,0,0,0
574.0,204.375,163.065,171.74,0,1,0,1,1
113.70736842000002,46.652105263,33.423157895,29.123684210999997,1,1,0,0,0
701.36,366.692,285.37316667,275.57783333,1,1,0,0,1
33.0,10.049999999999983,8.039999999999992,8.420000000000002,1,1,0,0,0
323.0,97.5195,76.062,67.1085,1,1,0,0,0
261.3,157.75888889,125.90888889,94.95,1,1,0,0,1
425.0,151.8154902,118.93568627,110.5627451,0,1,0,0,1
504.45052632,67.232631579,47.932631579,50.640526316,1,1,0,1,0
100.0,11.263181817999993,7.971818181800003,7.664545454500001,1,1,0,0,0
165.0,79.585,62.77474359,60.533846154,1,1,0,1,0
1440.0,90.671652893,71.130082645,64.812396694,1,1,0,1,1
301.0,162.65666667,128.92888889,144.19577778,0,1,0,0,1
88.0,68.54,68.54,68.54,1,1,1,0,0
171.86990196,95.602843137,69.46245098,65.915637255,0,1,0,0,0
157.545,133.01958333,94.667916667,80.14125,1,1,0,0,0
305.74,147.58545455,68.653636364,65.921818182,0,1,0,0,0
45.0,13.052631578999993,8.258947368400001,8.451578947399994,0,1,0,1,0
35.0,7.959999999999994,4.825000000000003,5.156764705900002,1,1,0,1,0
114.0,63.82575,45.23225,47.2825,0,1,0,1,0
44.431014085000015,38.376732394,25.797690141000004,26.83,1,1,0,0,0
194.0,36.963125,27.75,25.940624999999997,1,1,0,0,0
100.0,39.24,39.24,39.2,1,1,0,0,0
38.39999999999998,11.984499999999997,9.564499999999995,9.769999999999996,1,1,0,1,0
133.125,87.83,57.03,59.444375,1,1,0,0,0
48.0,35.006,35.006,34.39,1,1,0,0,0
229.07142857,82.483857143,36.390857143,43.217714286,1,1,0,0,0
274.0,125.86230769,84.897692308,75.527692308,1,1,0,0,0
149.99999999999997,24.431702127999998,19.529574468,20.527446808999997,0,1,0,0,0
353.0,155.98108108,103.5272973,83.751689189,0,1,0,0,0
9.0,3.176666666700001,2.5406666667000053,2.4399999999999977,1,1,0,1,0
317.0,64.752857143,51.681428571,50.545714286,1,1,0,0,0
246.0,81.373333333,55.225,56.320416667,0,1,0,1,0
178.0,88.311569507,55.879506726,57.874887892,0,1,0,0,0
1674.5882353,209.99911765,163.52117647,167.97558824,1,1,0,1,1
39.0,2.9569553073000066,2.9569553073000066,2.9399999999999977,0,1,0,0,0
192.32820513,87.579025641,63.574666667,66.155487179,1,1,0,0,0
300.0,30.368571429,24.318571429000002,24.42,0,1,0,1,0
436.86604651,185.11325581,148.70488372,141.34674419,0,1,0,1,1
74.0,14.596400000000003,11.676400000000001,10.86,1,1,0,1,0
171.45,97.6,77.76,65.12,1,1,0,0,0
370.07142857,146.04428571,85.619285714,78.712857143,0,1,0,1,0
203.62054507,64.965345912,45.140545073,46.709056604,1,1,0,0,0
140.0,66.477058824,52.987058824,54.26,1,1,0,1,0
26.0,8.991780104699998,7.000497382199995,7.145026177999995,1,1,0,0,0
250.0,98.070551053,80.606045381,82.722479741,1,1,0,1,0
75.0,37.163684210999996,21.747894736999996,21.21,1,1,0,0,0
1444.0,220.31294118,168.65137255,164.88784314,1,1,0,1,1
211.0,67.290714286,53.770714286,55.89,1,1,0,1,0
2252.4137931,69.277241379,55.574482759,57.629655172,1,1,0,1,1
10.0,2.2242168675000045,2.2242168675000045,2.2099999999999937,1,1,0,0,0
50.0,15.199230768999996,12.119230768999998,11.400000000000006,0,1,0,0,0
140.0,32.77000000000001,22.879999999999995,24.228461538000005,0,1,0,0,0
167.0,83.498181818,66.938181818,61.05,0,1,0,0,0
300.0,82.086944444,62.461666667,62.388425926,1,1,0,1,0
232.4745,202.596,134.874,109.2405,1,1,0,0,1
90.0,21.48899999999999,17.148999999999994,17.629999999999995,1,1,0,1,0
265.71,73.204047619,58.324047619,60.19,0,1,0,1,0
22.0,7.957272727299994,6.079090909100003,6.2213636364,1,1,0,1,0
390.0,210.04138889,166.96138889,171.15194444,1,1,0,1,1
141.0,57.917826087,27.984782609,30.168695651999997,1,1,0,1,0
60.0,36.240909091,27.648181817999998,29.693181818,0,1,0,0,0
310.66803279,57.375409835999996,45.85872950800001,46.205901639,1,1,0,1,0
325.125,89.248676471,50.772573529,70.294264706,0,1,0,0,0
47.14999999999998,24.571904762000003,19.63952381,17.129047619000005,0,1,0,0,0
217.25266904,53.360747331,39.042348754,35.835871886,1,1,0,0,0
54.0,39.69544,27.480928,27.369152,0,1,0,0,0
181.0,73.000076336,53.862290076,48.836793893,1,1,0,1,0
100.0,45.156666667,31.998888889,34.078333333,1,1,0,0,0
193.0,88.870909091,69.63,72.378181818,0,1,0,1,0
36.0,11.633333332999996,9.2866666667,9.843939393900001,0,1,0,1,0
34.0,8.517142857099998,5.539523809499997,8.272380952399999,0,1,0,1,0
275.60869565,119.91782609,76.383478261,83.33173913,1,1,0,0,0
308.04081633,80.95755102,61.768571429,63.266122449,0,1,0,0,0
268.0,98.991481481,79.141481481,80.32,0,1,0,1,0
47.14999999999998,22.918333332999993,18.357708333000005,16.960000000000008,0,1,0,0,0
35.0,18.608823529000006,18.608823529,18.310000000000002,1,1,0,0,0
248.76190476,132.98,95.956666667,97.21,1,1,0,0,0
210.0,39.419806763,30.949468599,30.209710145000003,0,1,0,1,0
319.0,77.191103448,60.259310345,63.724896552,1,1,0,1,0
149.99999999999997,65.684310345,51.233448276,53.349310345,1,1,0,0,0
100.0,40.937777778,32.7775,30.389722222000003,1,1,0,1,0
30.0,29.325384615000004,29.325384615000004,16.619999999999997,0,1,0,0,0
55.0,12.467692307999997,8.411538461500001,8.1992307692,0,1,0,0,0
91.00109090899997,53.157272727,39.388363636,35.505272727,0,1,0,0,0
240.4230303,132.85606061,106.01090909,106.09,1,1,0,1,0
149.625,33.51468750000001,26.750625,27.341875,1,1,0,0,0
999.4916666699999,129.3425,103.59333333,103.33083333,0,1,0,1,1
2038.0,221.59638889,176.83972222,165.77694444,1,1,0,1,1
277.0,113.885,72.8990625,71.6978125,1,1,0,0,0
373.33070866,128.49874016,91.422834646,90.527086614,1,1,0,0,0
250.0,81.789767442,63.915581395,65.70255814,1,1,0,0,0
2399.6923077,498.3261538500001,397.04923077,403.35615385,1,1,0,1,1
1322.4615385,84.946153846,67.978076923,68.920769231,0,1,0,1,1
30.0,8.506249999999994,6.806250000000006,7.049999999999997,1,1,0,1,0
754.0,144.74,115.52,122.0,0,1,0,0,1
62.10000000000002,8.337272727300004,8.337272727300004,8.291818181799997,0,1,0,0,0
60.0,19.531016949000005,14.909830508000006,15.726440678000003,0,1,0,0,0
139.14285714,45.020714286,31.696071429,29.559285713999998,1,1,0,1,0
15.0,6.255769230800013,6.255769230799999,6.381923076899994,0,1,0,0,0
58.30000000000001,21.046933702000004,16.401878453000002,17.248011050000002,0,1,0,0,0
17.0,10.011052632000002,8.011052631599995,8.14,1,1,0,1,0
283.55882353,48.792352941,37.163823529,34.440882353,0,1,0,1,0
70.0,39.254947368,23.724315789000002,22.444157895000004,1,1,0,0,0
89.90000000000003,43.412666667,34.654666667,27.008666667,1,1,0,0,0
114.0,26.298857142999992,19.490428570999995,19.752857143,1,1,0,1,0
90.0,33.767234043,24.637234043,24.866170213000004,1,1,0,1,0
44.0,9.439298245599986,9.4392982456,9.519999999999996,1,1,0,0,0
169.3902439,70.791707317,55.415853659,55.248536585,0,1,0,1,0
341.0,111.71,89.0,82.48,1,1,0,1,0
950.8,133.824,101.896,93.079,0,1,0,1,1
84.0,23.515312499999993,14.991874999999993,17.840312500000003,1,1,0,0,0
50.0,17.434782608999996,13.909130435000009,14.109999999999992,1,1,0,1,0
98.0,91.643407821,51.319497207,50.657709497,1,1,0,0,0
288.0,101.00583333,80.655833333,83.56,1,1,0,0,0
100.0,58.94,46.96,45.89,0,1,0,1,0
8.92857142859998,2.219285714300014,2.2192857142999998,2.2099999999999937,0,1,0,0,0
2250.0000000000005,252.94,201.84666667,203.14,0,1,0,1,1
